district,month,ipc_trials,ipc_convictions,ipc_acquitted,sll_trials,sll_convictions,sll_acquitted,nonmv_trials,nonmv_convictions,nonmv_acquitted,mv_trials,mv_convictions,mv_acquitted,speedy_trial_cases,judgement_date,punishment
Mayurbhanj,2021-02,11,4,7,21,4,6,0,0,0,62,32,6,1,2021-02-01,"5 years RI + Rs. 10,000 fine"
Cuttack,2021-02,56,17,21,97,37,31,0,0,0,289,247,27,5,2021-02-14,"5 years RI + Rs. 10,000 fine"
Kalahandi,2021-02,16,4,9,18,4,4,0,0,0,83,74,4,1,2021-02-12,3 years Rigorous Imprisonment
Bhubaneswar,2021-03,75,12,36,89,42,22,0,0,0,298,252,23,4,2021-03-16,Fine of Rs. 5000
Ganjam,2021-03,35,11,17,47,18,9,0,0,0,183,160,10,2,2021-03-19,1 year Probation
Koraput,2021-03,26,5,10,33,14,17,0,0,0,90,86,4,0,2021-03-27,Fine of Rs. 5000
Sambalpur,2021-03,26,8,12,40,12,16,0,0,0,144,113,17,7,2021-03-13,"5 years RI + Rs. 10,000 fine"
Puri,2021-03,19,8,11,36,16,17,0,0,0,134,118,10,4,2021-03-10,6 months RI
Balasore,2021-03,33,6,25,31,11,11,0,0,0,128,109,12,3,2021-03-08,2 years RI + Rs. 5000 fine
Rourkela,2021-03,41,7,17,62,28,19,0,0,0,246,188,17,2,2021-03-13,Acquitted
Mayurbhanj,2021-03,18,4,14,25,14,7,0,0,0,57,46,4,2,2021-03-18,6 months RI
Cuttack,2021-03,50,12,25,72,37,19,0,0,0,300,220,43,6,2021-03-02,Acquitted
Kalahandi,2021-03,9,2,6,21,9,12,0,0,0,51,40,6,1,2021-03-01,3 years Rigorous Imprisonment
Bhubaneswar,2021-04,50,12,15,89,43,28,0,0,0,271,208,43,7,2021-04-23,1 year Probation
Ganjam,2021-04,36,11,13,36,14,19,0,0,0,157,130,13,3,2021-04-12,2 years RI + Rs. 5000 fine
Koraput,2021-04,20,7,12,25,6,6,0,0,0,86,64,2,2,2021-04-18,"5 years RI + Rs. 10,000 fine"
Sambalpur,2021-04,22,6,13,40,17,20,0,0,0,161,113,19,5,2021-04-28,Acquitted
Puri,2021-04,18,3,12,37,22,14,0,0,0,119,79,20,4,2021-04-12,6 months RI
Balasore,2021-04,35,6,25,38,17,20,0,0,0,143,130,11,2,2021-04-18,2 years RI + Rs. 5000 fine
Rourkela,2021-04,55,10,31,48,24,16,0,0,0,229,216,8,6,2021-04-10,6 months RI
Mayurbhanj,2021-04,11,2,4,23,10,10,0,0,0,76,49,10,0,2021-04-07,1 year Probation
Cuttack,2021-04,55,20,23,81,47,31,0,0,0,287,242,21,7,2021-04-11,"5 years RI + Rs. 10,000 fine"
Kalahandi,2021-04,9,3,6,17,4,4,0,0,0,56,39,7,1,2021-04-08,1 year Probation
Bhubaneswar,2021-05,42,12,26,88,30,28,0,0,0,296,278,18,5,2021-05-02,Acquitted
Ganjam,2021-05,36,9,10,44,21,23,0,0,0,195,165,15,2,2021-05-04,Fine of Rs. 5000
Koraput,2021-05,12,3,9,17,11,6,0,0,0,76,72,4,2,2021-05-23,Fine of Rs. 5000
Sambalpur,2021-05,21,3,11,44,14,22,0,0,0,149,127,16,6,2021-05-03,"5 years RI + Rs. 10,000 fine"
Puri,2021-05,21,6,10,44,21,12,0,0,0,106,85,10,1,2021-05-03,"5 years RI + Rs. 10,000 fine"
Balasore,2021-05,21,4,13,44,10,13,0,0,0,125,84,18,3,2021-05-04,2 years RI + Rs. 5000 fine
Rourkela,2021-05,48,18,27,77,33,23,0,0,0,228,177,21,3,2021-05-28,Acquitted
Mayurbhanj,2021-05,8,2,5,20,10,10,0,0,0,83,74,3,1,2021-05-11,6 months RI
Cuttack,2021-05,49,8,31,76,39,27,0,0,0,295,239,27,5,2021-05-03,1 year Probation
Kalahandi,2021-05,11,2,6,22,10,6,0,0,0,61,43,9,2,2021-05-14,6 months RI
Bhubaneswar,2021-06,57,8,36,84,39,28,0,0,0,301,258,30,8,2021-06-01,"5 years RI + Rs. 10,000 fine"
Ganjam,2021-06,49,20,25,65,39,18,0,0,0,198,161,10,5,2021-06-26,1 year Probation
Koraput,2021-06,12,3,4,28,7,9,0,0,0,88,70,12,3,2021-06-10,6 months RI
Sambalpur,2021-06,28,10,13,36,12,8,0,0,0,147,95,24,1,2021-06-16,Fine of Rs. 5000
Puri,2021-06,18,4,9,40,16,16,0,0,0,132,107,17,1,2021-06-15,6 months RI
Balasore,2021-06,38,7,26,45,25,20,0,0,0,128,108,13,0,2021-06-21,Fine of Rs. 5000
Rourkela,2021-06,42,6,23,72,29,34,0,0,0,253,219,7,1,2021-06-12,Acquitted
Mayurbhanj,2021-06,19,5,9,19,7,5,0,0,0,70,53,8,2,2021-06-28,2 years RI + Rs. 5000 fine
Cuttack,2021-06,58,16,36,83,30,42,0,0,0,272,207,37,4,2021-06-04,Fine of Rs. 5000
Kalahandi,2021-06,11,4,7,21,8,5,0,0,0,68,54,5,0,2021-06-22,2 years RI + Rs. 5000 fine
Bhubaneswar,2021-07,64,23,34,103,30,42,0,0,0,316,264,17,2,2021-07-23,1 year Probation
Ganjam,2021-07,34,10,21,63,21,25,0,0,0,188,134,10,4,2021-07-16,1 year Probation
Koraput,2021-07,12,3,6,23,7,10,0,0,0,80,57,5,0,2021-07-10,"5 years RI + Rs. 10,000 fine"
Sambalpur,2021-07,26,6,17,37,19,9,0,0,0,167,128,10,3,2021-07-09,Fine of Rs. 5000
Puri,2021-07,22,6,8,35,23,12,0,0,0,110,88,7,3,2021-07-13,6 months RI
Balasore,2021-07,32,7,17,43,20,10,0,0,0,137,99,18,2,2021-07-26,3 years Rigorous Imprisonment
Rourkela,2021-07,46,13,19,62,25,17,0,0,0,215,163,29,5,2021-07-26,Acquitted
Mayurbhanj,2021-07,12,4,6,13,7,6,0,0,0,64,55,9,2,2021-07-02,6 months RI
Cuttack,2021-07,57,12,36,81,37,37,0,0,0,274,247,8,3,2021-07-12,1 year Probation
Kalahandi,2021-07,19,3,8,12,7,4,0,0,0,55,42,6,2,2021-07-15,6 months RI
Bhubaneswar,2021-08,52,13,22,80,43,19,0,0,0,277,205,24,3,2021-08-20,6 months RI
Ganjam,2021-08,45,11,18,59,21,26,0,0,0,190,116,23,3,2021-08-17,6 months RI
Koraput,2021-08,14,3,5,23,11,10,0,0,0,75,54,11,5,2021-08-09,Fine of Rs. 5000
Sambalpur,2021-08,43,13,26,48,15,15,0,0,0,142,121,5,5,2021-08-27,Fine of Rs. 5000
Puri,2021-08,23,4,11,38,9,13,0,0,0,114,99,5,0,2021-08-08,3 years Rigorous Imprisonment
Balasore,2021-08,28,3,14,39,17,11,0,0,0,148,111,17,4,2021-08-23,1 year Probation
Rourkela,2021-08,39,6,25,51,20,17,0,0,0,217,160,17,9,2021-08-01,3 years Rigorous Imprisonment
Mayurbhanj,2021-08,16,3,11,19,6,5,0,0,0,67,61,2,3,2021-08-25,3 years Rigorous Imprisonment
Cuttack,2021-08,44,15,24,71,25,27,0,0,0,224,168,25,7,2021-08-02,6 months RI
Kalahandi,2021-08,15,2,4,18,7,10,0,0,0,70,53,14,2,2021-08-11,3 years Rigorous Imprisonment
Bhubaneswar,2021-09,66,18,48,80,25,31,0,0,0,338,304,23,8,2021-09-26,3 years Rigorous Imprisonment
Ganjam,2021-09,41,18,21,63,36,25,0,0,0,189,178,11,1,2021-09-13,"5 years RI + Rs. 10,000 fine"
Koraput,2021-09,11,0,3,25,9,10,0,0,0,89,69,6,1,2021-09-26,1 year Probation
Sambalpur,2021-09,29,7,18,46,18,28,0,0,0,160,139,21,1,2021-09-06,Acquitted
Puri,2021-09,35,9,21,34,14,12,0,0,0,119,106,4,8,2021-09-14,Fine of Rs. 5000
Balasore,2021-09,32,6,12,52,26,16,0,0,0,169,131,19,5,2021-09-24,Fine of Rs. 5000
Rourkela,2021-09,52,17,22,50,21,23,0,0,0,234,205,11,5,2021-09-11,1 year Probation
Mayurbhanj,2021-09,16,6,10,23,10,5,0,0,0,77,57,10,2,2021-09-25,2 years RI + Rs. 5000 fine
Cuttack,2021-09,63,21,32,71,24,34,0,0,0,292,231,42,5,2021-09-27,6 months RI
Kalahandi,2021-09,12,4,7,17,8,7,0,0,0,57,45,3,1,2021-09-10,3 years Rigorous Imprisonment
Bhubaneswar,2021-10,61,22,26,97,38,31,0,0,0,322,225,44,7,2021-10-07,Acquitted
Ganjam,2021-10,30,8,12,52,17,23,0,0,0,169,127,14,4,2021-10-27,6 months RI
Koraput,2021-10,8,3,5,28,13,8,0,0,0,70,53,8,4,2021-10-14,Acquitted
Sambalpur,2021-10,24,8,12,49,15,20,0,0,0,149,99,18,2,2021-10-17,Acquitted
Puri,2021-10,27,3,11,33,18,15,0,0,0,117,87,17,2,2021-10-15,3 years Rigorous Imprisonment
Balasore,2021-10,22,4,11,40,17,14,0,0,0,136,98,22,7,2021-10-24,Fine of Rs. 5000
Rourkela,2021-10,42,11,22,76,37,24,0,0,0,211,148,29,7,2021-10-23,Acquitted
Mayurbhanj,2021-10,13,5,7,27,14,12,0,0,0,74,55,5,1,2021-10-11,Acquitted
Cuttack,2021-10,54,19,21,88,37,31,0,0,0,263,198,39,3,2021-10-01,1 year Probation
Kalahandi,2021-10,15,1,4,23,11,7,0,0,0,54,39,5,0,2021-10-10,1 year Probation
Bhubaneswar,2021-11,67,12,36,89,32,23,0,0,0,289,226,43,9,2021-11-12,Fine of Rs. 5000
Ganjam,2021-11,38,13,18,58,27,19,0,0,0,177,167,10,3,2021-11-02,2 years RI + Rs. 5000 fine
Koraput,2021-11,16,3,6,29,9,13,0,0,0,85,65,9,7,2021-11-04,"5 years RI + Rs. 10,000 fine"
Sambalpur,2021-11,26,6,16,35,13,9,0,0,0,157,141,16,3,2021-11-05,Fine of Rs. 5000
Puri,2021-11,25,2,9,36,13,14,0,0,0,110,68,17,1,2021-11-18,6 months RI
Balasore,2021-11,31,10,21,45,19,14,0,0,0,151,116,24,1,2021-11-12,3 years Rigorous Imprisonment
Rourkela,2021-11,46,9,23,82,42,20,0,0,0,217,190,17,5,2021-11-17,1 year Probation
Mayurbhanj,2021-11,13,2,8,13,8,5,0,0,0,65,43,10,1,2021-11-11,1 year Probation
Cuttack,2021-11,46,11,32,76,35,25,0,0,0,271,216,34,2,2021-11-09,1 year Probation
Kalahandi,2021-11,10,3,6,11,7,4,0,0,0,58,40,7,2,2021-11-21,Acquitted
Bhubaneswar,2021-12,59,22,36,89,31,34,0,0,0,292,257,6,3,2021-12-15,6 months RI
Ganjam,2021-12,42,10,20,52,26,25,0,0,0,192,140,26,2,2021-12-26,2 years RI + Rs. 5000 fine
Koraput,2021-12,7,2,4,26,11,12,0,0,0,91,63,15,2,2021-12-13,1 year Probation
Sambalpur,2021-12,24,5,10,47,20,17,0,0,0,137,101,16,3,2021-12-21,1 year Probation
Puri,2021-12,27,6,14,44,17,12,0,0,0,128,98,7,1,2021-12-25,"5 years RI + Rs. 10,000 fine"
Balasore,2021-12,26,6,10,46,24,16,0,0,0,145,125,20,9,2021-12-07,1 year Probation
Rourkela,2021-12,47,16,20,72,30,42,0,0,0,214,138,32,5,2021-12-20,2 years RI + Rs. 5000 fine
Mayurbhanj,2021-12,8,1,4,19,5,6,0,0,0,50,26,6,0,2021-12-09,"5 years RI + Rs. 10,000 fine"
Cuttack,2021-12,63,18,30,81,38,24,0,0,0,247,220,14,3,2021-12-06,Fine of Rs. 5000
Kalahandi,2021-12,16,4,7,23,10,6,0,0,0,60,52,7,0,2021-12-28,1 year Probation
Bhubaneswar,2022-01,67,23,30,92,43,40,0,0,0,304,280,13,5,2022-01-17,1 year Probation
Ganjam,2022-01,37,12,18,43,17,20,0,0,0,194,148,35,5,2022-01-05,6 months RI
Koraput,2022-01,18,4,6,22,11,11,0,0,0,94,86,3,1,2022-01-10,"5 years RI + Rs. 10,000 fine"
Sambalpur,2022-01,32,12,16,44,23,15,0,0,0,131,92,19,1,2022-01-23,1 year Probation
Puri,2022-01,25,10,15,39,19,12,0,0,0,122,101,12,0,2022-01-18,Acquitted
Balasore,2022-01,33,7,19,26,7,7,0,0,0,135,120,15,4,2022-01-15,Fine of Rs. 5000
Rourkela,2022-01,42,13,22,57,19,22,0,0,0,207,169,26,2,2022-01-10,2 years RI + Rs. 5000 fine
Mayurbhanj,2022-01,8,1,3,20,5,6,0,0,0,73,67,6,0,2022-01-07,6 months RI
Cuttack,2022-01,52,21,22,99,46,31,0,0,0,267,240,23,8,2022-01-22,Fine of Rs. 5000
Kalahandi,2022-01,8,1,2,18,7,11,0,0,0,52,32,5,2,2022-01-09,3 years Rigorous Imprisonment
Bhubaneswar,2022-02,71,16,50,96,35,34,0,0,0,295,215,29,8,2022-02-09,"5 years RI + Rs. 10,000 fine"
Ganjam,2022-02,37,17,20,60,20,19,0,0,0,170,113,20,2,2022-02-13,2 years RI + Rs. 5000 fine
Koraput,2022-02,17,4,8,37,14,18,0,0,0,75,61,7,1,2022-02-21,Fine of Rs. 5000
Sambalpur,2022-02,24,10,12,41,12,13,0,0,0,151,112,24,3,2022-02-22,Fine of Rs. 5000
Puri,2022-02,24,4,20,31,13,16,0,0,0,126,90,20,3,2022-02-07,6 months RI
Balasore,2022-02,30,6,14,53,19,22,0,0,0,148,107,6,3,2022-02-02,1 year Probation
Rourkela,2022-02,48,14,30,50,23,18,0,0,0,243,171,33,5,2022-02-21,Fine of Rs. 5000
Mayurbhanj,2022-02,14,2,5,16,8,8,0,0,0,55,52,3,1,2022-02-03,6 months RI
Cuttack,2022-02,58,17,28,90,37,40,0,0,0,268,217,15,4,2022-02-25,3 years Rigorous Imprisonment
Kalahandi,2022-02,12,1,4,21,9,12,0,0,0,45,36,9,1,2022-02-06,3 years Rigorous Imprisonment
Bhubaneswar,2022-03,63,12,40,95,32,41,0,0,0,300,248,16,7,2022-03-18,1 year Probation
Ganjam,2022-03,39,10,14,54,29,13,0,0,0,199,150,28,3,2022-03-02,"5 years RI + Rs. 10,000 fine"
Koraput,2022-03,14,5,9,20,10,10,0,0,0,84,63,14,2,2022-03-05,Fine of Rs. 5000
Sambalpur,2022-03,38,16,22,45,24,19,0,0,0,166,144,4,3,2022-03-18,Fine of Rs. 5000
Puri,2022-03,20,2,10,29,8,6,0,0,0,109,80,7,5,2022-03-06,Fine of Rs. 5000
Balasore,2022-03,26,5,12,45,24,11,0,0,0,153,102,21,1,2022-03-15,3 years Rigorous Imprisonment
Rourkela,2022-03,34,10,14,72,39,21,0,0,0,214,166,12,6,2022-03-21,1 year Probation
Mayurbhanj,2022-03,21,3,8,26,15,11,0,0,0,58,48,4,1,2022-03-08,"5 years RI + Rs. 10,000 fine"
Cuttack,2022-03,49,24,25,75,37,20,0,0,0,265,208,34,11,2022-03-09,6 months RI
Kalahandi,2022-03,16,2,9,19,8,11,0,0,0,50,44,6,1,2022-03-23,"5 years RI + Rs. 10,000 fine"
Bhubaneswar,2022-04,54,6,26,82,46,23,0,0,0,279,196,38,11,2022-04-23,2 years RI + Rs. 5000 fine
Ganjam,2022-04,38,14,24,73,41,25,0,0,0,197,152,25,2,2022-04-26,6 months RI
Koraput,2022-04,14,4,6,14,6,8,0,0,0,66,43,10,1,2022-04-19,Acquitted
Sambalpur,2022-04,31,8,22,35,18,10,0,0,0,159,122,14,7,2022-04-22,6 months RI
Puri,2022-04,29,11,18,31,12,11,0,0,0,138,98,20,1,2022-04-11,"5 years RI + Rs. 10,000 fine"
Balasore,2022-04,17,5,9,38,11,17,0,0,0,136,126,4,3,2022-04-01,"5 years RI + Rs. 10,000 fine"
Rourkela,2022-04,48,21,23,62,26,17,0,0,0,219,172,17,3,2022-04-14,1 year Probation
Mayurbhanj,2022-04,16,3,9,16,8,7,0,0,0,76,60,7,3,2022-04-10,2 years RI + Rs. 5000 fine
Cuttack,2022-04,59,16,25,85,41,28,0,0,0,299,253,12,7,2022-04-18,Acquitted
Kalahandi,2022-04,13,1,8,10,1,2,0,0,0,66,56,10,2,2022-04-06,1 year Probation
Bhubaneswar,2022-05,67,14,44,83,25,31,0,0,0,314,243,47,2,2022-05-28,Fine of Rs. 5000
Ganjam,2022-05,30,11,19,57,25,22,0,0,0,209,152,18,4,2022-05-13,Fine of Rs. 5000
Koraput,2022-05,19,8,11,18,6,5,0,0,0,62,58,4,4,2022-05-08,Fine of Rs. 5000
Sambalpur,2022-05,25,12,13,53,26,16,0,0,0,164,150,6,3,2022-05-07,6 months RI
Puri,2022-05,22,4,15,45,13,19,0,0,0,121,75,16,2,2022-05-25,3 years Rigorous Imprisonment
Balasore,2022-05,29,9,20,43,12,19,0,0,0,137,96,4,1,2022-05-07,1 year Probation
Rourkela,2022-05,60,15,32,73,32,24,0,0,0,217,168,18,3,2022-05-08,2 years RI + Rs. 5000 fine
Mayurbhanj,2022-05,20,3,15,20,12,8,0,0,0,77,58,4,1,2022-05-25,3 years Rigorous Imprisonment
Cuttack,2022-05,55,24,31,98,52,29,0,0,0,296,200,42,6,2022-05-15,1 year Probation
Kalahandi,2022-05,8,2,4,17,8,8,0,0,0,66,57,9,0,2022-05-17,1 year Probation
Bhubaneswar,2022-06,49,8,30,73,27,26,0,0,0,310,235,44,8,2022-06-10,Acquitted
Ganjam,2022-06,34,7,23,52,27,17,0,0,0,187,140,13,3,2022-06-07,6 months RI
Koraput,2022-06,17,4,13,23,12,11,0,0,0,85,59,13,2,2022-06-28,"5 years RI + Rs. 10,000 fine"
Sambalpur,2022-06,23,4,17,44,19,13,0,0,0,128,96,11,3,2022-06-27,Fine of Rs. 5000
Puri,2022-06,20,5,8,30,16,11,0,0,0,113,94,6,4,2022-06-21,1 year Probation
Balasore,2022-06,33,11,13,48,31,14,0,0,0,142,92,22,2,2022-06-24,"5 years RI + Rs. 10,000 fine"
Rourkela,2022-06,34,6,17,83,43,25,0,0,0,180,129,13,4,2022-06-02,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2022-06,17,6,11,22,4,7,0,0,0,62,49,13,2,2022-06-23,2 years RI + Rs. 5000 fine
Cuttack,2022-06,48,7,21,93,33,37,0,0,0,249,193,45,3,2022-06-07,2 years RI + Rs. 5000 fine
Kalahandi,2022-06,13,3,10,17,5,8,0,0,0,70,42,8,1,2022-06-20,3 years Rigorous Imprisonment
Bhubaneswar,2022-07,61,19,40,84,25,38,0,0,0,326,269,30,5,2022-07-19,Acquitted
Ganjam,2022-07,30,7,13,55,26,26,0,0,0,166,160,6,2,2022-07-26,Acquitted
Koraput,2022-07,21,5,15,23,12,11,0,0,0,93,73,8,1,2022-07-24,1 year Probation
Sambalpur,2022-07,21,8,10,47,26,13,0,0,0,142,131,8,3,2022-07-08,1 year Probation
Puri,2022-07,23,5,18,40,10,15,0,0,0,136,116,9,3,2022-07-27,2 years RI + Rs. 5000 fine
Balasore,2022-07,35,8,21,49,14,21,0,0,0,156,113,19,3,2022-07-16,3 years Rigorous Imprisonment
Rourkela,2022-07,46,8,27,80,35,30,0,0,0,216,143,25,8,2022-07-23,6 months RI
Mayurbhanj,2022-07,14,4,10,22,5,8,0,0,0,66,45,7,0,2022-07-04,6 months RI
Cuttack,2022-07,59,23,29,76,22,30,0,0,0,282,235,19,6,2022-07-12,1 year Probation
Kalahandi,2022-07,14,2,9,18,5,9,0,0,0,65,54,5,1,2022-07-06,3 years Rigorous Imprisonment
Bhubaneswar,2022-08,68,17,33,80,41,23,0,0,0,292,224,47,7,2022-08-20,1 year Probation
Ganjam,2022-08,27,5,16,67,37,21,0,0,0,172,156,14,4,2022-08-27,"5 years RI + Rs. 10,000 fine"
Koraput,2022-08,18,4,14,23,7,8,0,0,0,69,46,10,0,2022-08-05,Fine of Rs. 5000
Sambalpur,2022-08,33,5,9,44,28,16,0,0,0,160,117,17,3,2022-08-16,Acquitted
Puri,2022-08,24,9,11,38,20,18,0,0,0,131,115,16,3,2022-08-27,3 years Rigorous Imprisonment
Balasore,2022-08,33,11,18,43,23,19,0,0,0,154,148,4,5,2022-08-27,2 years RI + Rs. 5000 fine
Rourkela,2022-08,42,12,30,68,20,27,0,0,0,204,172,10,2,2022-08-08,Acquitted
Mayurbhanj,2022-08,10,1,3,22,10,7,0,0,0,69,59,3,1,2022-08-07,6 months RI
Cuttack,2022-08,65,12,42,97,43,43,0,0,0,298,283,7,4,2022-08-20,"5 years RI + Rs. 10,000 fine"
Kalahandi,2022-08,13,4,5,26,8,9,0,0,0,53,40,6,1,2022-08-21,Acquitted
Bhubaneswar,2022-09,59,9,37,82,49,27,0,0,0,295,228,27,6,2022-09-19,3 years Rigorous Imprisonment
Ganjam,2022-09,47,6,24,59,36,17,0,0,0,161,113,26,4,2022-09-01,6 months RI
Koraput,2022-09,13,3,4,23,7,4,0,0,0,105,89,3,0,2022-09-05,"5 years RI + Rs. 10,000 fine"
Sambalpur,2022-09,31,10,21,56,29,15,0,0,0,151,142,8,3,2022-09-03,Acquitted
Puri,2022-09,23,4,9,49,23,12,0,0,0,122,96,4,3,2022-09-20,3 years Rigorous Imprisonment
Balasore,2022-09,33,6,25,46,16,25,0,0,0,144,102,12,6,2022-09-04,"5 years RI + Rs. 10,000 fine"
Rourkela,2022-09,33,10,16,73,35,25,0,0,0,252,199,36,5,2022-09-10,2 years RI + Rs. 5000 fine
Mayurbhanj,2022-09,14,1,4,25,6,11,0,0,0,69,50,2,0,2022-09-18,6 months RI
Cuttack,2022-09,54,15,36,80,39,41,0,0,0,288,206,46,3,2022-09-15,Fine of Rs. 5000
Kalahandi,2022-09,12,3,9,21,5,7,0,0,0,55,41,9,1,2022-09-01,Acquitted
Bhubaneswar,2022-10,76,31,39,89,42,31,0,0,0,301,214,51,8,2022-10-15,3 years Rigorous Imprisonment
Ganjam,2022-10,44,6,20,55,22,11,0,0,0,179,157,14,5,2022-10-03,2 years RI + Rs. 5000 fine
Koraput,2022-10,14,4,7,19,12,7,0,0,0,69,48,10,2,2022-10-23,1 year Probation
Sambalpur,2022-10,22,7,11,48,19,21,0,0,0,142,122,5,3,2022-10-28,Acquitted
Puri,2022-10,20,5,15,36,20,12,0,0,0,139,103,24,1,2022-10-12,Fine of Rs. 5000
Balasore,2022-10,34,12,22,35,14,8,0,0,0,129,81,20,4,2022-10-17,"5 years RI + Rs. 10,000 fine"
Rourkela,2022-10,54,24,25,64,39,17,0,0,0,238,178,38,5,2022-10-15,1 year Probation
Mayurbhanj,2022-10,18,4,10,17,4,8,0,0,0,62,54,2,2,2022-10-26,"5 years RI + Rs. 10,000 fine"
Cuttack,2022-10,60,14,39,87,43,33,0,0,0,254,239,15,8,2022-10-01,6 months RI
Kalahandi,2022-10,13,3,5,16,4,6,0,0,0,53,49,4,1,2022-10-17,2 years RI + Rs. 5000 fine
Bhubaneswar,2022-11,49,12,37,73,31,16,0,0,0,291,245,32,3,2022-11-20,Fine of Rs. 5000
Ganjam,2022-11,47,16,22,43,18,18,0,0,0,173,126,18,5,2022-11-04,Acquitted
Koraput,2022-11,11,1,8,14,6,8,0,0,0,87,55,14,3,2022-11-04,2 years RI + Rs. 5000 fine
Sambalpur,2022-11,33,4,17,44,18,15,0,0,0,143,130,4,3,2022-11-03,2 years RI + Rs. 5000 fine
Puri,2022-11,21,5,10,53,24,18,0,0,0,122,102,9,3,2022-11-07,Acquitted
Balasore,2022-11,32,13,16,58,23,22,0,0,0,157,106,24,3,2022-11-25,1 year Probation
Rourkela,2022-11,39,14,17,71,33,20,0,0,0,217,203,14,1,2022-11-06,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2022-11,14,5,9,19,10,5,0,0,0,71,53,8,1,2022-11-28,3 years Rigorous Imprisonment
Cuttack,2022-11,56,10,35,83,43,34,0,0,0,294,209,51,5,2022-11-11,3 years Rigorous Imprisonment
Kalahandi,2022-11,16,4,6,17,8,6,0,0,0,65,40,5,0,2022-11-25,6 months RI
Bhubaneswar,2022-12,69,20,38,87,29,33,0,0,0,288,235,7,5,2022-12-20,6 months RI
Ganjam,2022-12,42,10,32,59,22,22,0,0,0,172,125,27,4,2022-12-27,1 year Probation
Koraput,2022-12,15,1,6,20,13,7,0,0,0,89,83,6,2,2022-12-15,2 years RI + Rs. 5000 fine
Sambalpur,2022-12,29,11,18,41,18,17,0,0,0,151,113,9,3,2022-12-14,3 years Rigorous Imprisonment
Puri,2022-12,21,4,12,36,13,16,0,0,0,129,98,16,3,2022-12-01,Fine of Rs. 5000
Balasore,2022-12,20,5,8,37,12,13,0,0,0,135,114,8,4,2022-12-15,Acquitted
Rourkela,2022-12,38,12,16,65,20,23,0,0,0,200,161,39,5,2022-12-09,6 months RI
Mayurbhanj,2022-12,21,5,10,15,6,6,0,0,0,63,42,7,1,2022-12-22,3 years Rigorous Imprisonment
Cuttack,2022-12,57,12,36,91,32,45,0,0,0,271,219,18,2,2022-12-25,3 years Rigorous Imprisonment
Kalahandi,2022-12,13,3,6,18,7,10,0,0,0,74,61,5,0,2022-12-11,2 years RI + Rs. 5000 fine
Bhubaneswar,2023-01,53,19,29,104,52,26,0,0,0,296,237,49,6,2023-01-18,1 year Probation
Ganjam,2023-01,36,6,13,61,14,15,0,0,0,170,137,9,1,2023-01-01,2 years RI + Rs. 5000 fine
Koraput,2023-01,18,2,10,32,19,12,0,0,0,91,68,17,1,2023-01-12,"5 years RI + Rs. 10,000 fine"
Sambalpur,2023-01,30,13,17,44,14,16,0,0,0,163,129,30,4,2023-01-20,3 years Rigorous Imprisonment
Puri,2023-01,26,2,5,44,13,19,0,0,0,111,81,15,2,2023-01-06,1 year Probation
Balasore,2023-01,25,8,17,45,15,10,0,0,0,135,124,4,5,2023-01-26,1 year Probation
Rourkela,2023-01,36,10,16,60,24,22,0,0,0,211,158,32,4,2023-01-28,1 year Probation
Mayurbhanj,2023-01,11,3,8,23,8,13,0,0,0,61,44,7,0,2023-01-21,2 years RI + Rs. 5000 fine
Cuttack,2023-01,53,16,20,96,37,54,0,0,0,300,224,36,4,2023-01-11,3 years Rigorous Imprisonment
Kalahandi,2023-01,14,3,8,20,6,7,0,0,0,68,47,6,0,2023-01-15,2 years RI + Rs. 5000 fine
Bhubaneswar,2023-02,60,9,38,76,32,29,0,0,0,290,205,31,7,2023-02-26,3 years Rigorous Imprisonment
Ganjam,2023-02,41,7,28,59,27,32,0,0,0,193,159,26,3,2023-02-13,2 years RI + Rs. 5000 fine
Koraput,2023-02,12,2,7,26,8,10,0,0,0,91,75,8,2,2023-02-10,"5 years RI + Rs. 10,000 fine"
Sambalpur,2023-02,37,4,10,40,15,17,0,0,0,150,128,22,5,2023-02-16,Fine of Rs. 5000
Puri,2023-02,22,6,11,35,9,12,0,0,0,123,119,4,3,2023-02-08,Acquitted
Balasore,2023-02,30,6,19,36,22,10,0,0,0,144,120,20,0,2023-02-11,2 years RI + Rs. 5000 fine
Rourkela,2023-02,41,7,24,54,16,24,0,0,0,196,167,14,2,2023-02-23,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2023-02,14,3,8,15,7,5,0,0,0,71,51,7,1,2023-02-08,Acquitted
Cuttack,2023-02,55,14,35,74,18,20,0,0,0,285,211,33,8,2023-02-23,2 years RI + Rs. 5000 fine
Kalahandi,2023-02,13,5,8,22,11,8,0,0,0,57,33,8,1,2023-02-03,3 years Rigorous Imprisonment
Bhubaneswar,2023-03,52,19,23,80,36,23,0,0,0,299,239,39,4,2023-03-23,Fine of Rs. 5000
Ganjam,2023-03,37,10,21,61,33,17,0,0,0,197,189,6,2,2023-03-24,3 years Rigorous Imprisonment
Koraput,2023-03,12,5,7,31,11,8,0,0,0,83,80,3,3,2023-03-01,1 year Probation
Sambalpur,2023-03,32,7,19,37,14,12,0,0,0,159,121,26,4,2023-03-04,"5 years RI + Rs. 10,000 fine"
