district,month,cases_registered,persons_arrested,details_of_seizure,arrest_per_case,target_efficiency
Kalahandi,2023-01-01,13,13,487 kg of fermented wash destroyed,1.0,1.0476190476190477
Bhubaneswar,2023-02-01,103,113,87 liters of ID liquor,1.0970873786407767,1.027027027027027
Ganjam,2023-02-01,45,59,521 kg of fermented wash destroyed,1.3111111111111111,1.0
Koraput,2023-02-01,28,28,112 pouches of country liquor,1.0,1.1
Sambalpur,2023-02-01,45,50,101 pouches of country liquor,1.1111111111111112,1.3571428571428572
Puri,2023-02-01,47,47,108 pouches of country liquor,1.0,1.1666666666666667
Balasore,2023-02-01,24,24,104 pouches of country liquor,1.0,1.125
Rourkela,2023-02-01,79,79,94 pouches of country liquor,1.0,1.4406779661016949
Mayurbhanj,2023-02-01,21,21,111 pouches of country liquor,1.0,1.105263157894737
Cuttack,2023-02-01,79,88,105 bottles of IMFL,1.1139240506329113,1.0666666666666667
Kalahandi,2023-02-01,21,22,522 kg of fermented wash destroyed,1.0476190476190477,1.0
Bhubaneswar,2023-03-01,74,76,101 bottles of IMFL,1.027027027027027,1.0120481927710843
Ganjam,2023-03-01,44,44,102 liters of ID liquor,1.0,1.1272727272727272
Koraput,2023-03-01,20,22,130 pouches of country liquor,1.1,1.21875
Sambalpur,2023-03-01,42,57,105 bottles of IMFL,1.3571428571428572,1.02
Puri,2023-03-01,30,35,98 bottles of IMFL,1.1666666666666667,1.2
Balasore,2023-03-01,48,54,102 bottles of IMFL,1.125,1.1081081081081081
Rourkela,2023-03-01,59,85,94 liters of ID liquor,1.4406779661016949,1.0
Mayurbhanj,2023-03-01,19,21,534 kg of fermented wash destroyed,1.105263157894737,1.1904761904761905
Cuttack,2023-03-01,75,80,88 bottles of IMFL,1.0666666666666667,1.153061224489796
Kalahandi,2023-03-01,17,17,113 pouches of country liquor,1.0,1.0
Bhubaneswar,2023-04-01,83,84,91 pouches of country liquor,1.0120481927710843,1.2151898734177216
Ganjam,2023-04-01,55,62,496 kg of fermented wash destroyed,1.1272727272727272,1.3111111111111111
Koraput,2023-04-01,32,39,90 pouches of country liquor,1.21875,1.0
Sambalpur,2023-04-01,50,51,97 bottles of IMFL,1.02,1.1282051282051282
Puri,2023-04-01,40,48,102 liters of ID liquor,1.2,1.2564102564102564
Balasore,2023-04-01,37,41,86 pouches of country liquor,1.1081081081081081,1.150943396226415
Rourkela,2023-04-01,62,62,107 bottles of IMFL,1.0,1.0545454545454545
Mayurbhanj,2023-04-01,21,25,89 pouches of country liquor,1.1904761904761905,1.3448275862068966
Cuttack,2023-04-01,98,113,98 liters of ID liquor,1.153061224489796,1.2837837837837838
Kalahandi,2023-04-01,14,14,105 bottles of IMFL,1.0,1.0
Bhubaneswar,2023-05-01,79,96,520 kg of fermented wash destroyed,1.2151898734177216,1.2045454545454546
Ganjam,2023-05-01,45,59,543 kg of fermented wash destroyed,1.3111111111111111,1.26
Koraput,2023-05-01,22,22,96 liters of ID liquor,1.0,1.5454545454545454
Sambalpur,2023-05-01,39,44,105 pouches of country liquor,1.1282051282051282,1.1428571428571428
Puri,2023-05-01,39,49,88 pouches of country liquor,1.2564102564102564,1.0888888888888888
Balasore,2023-05-01,53,61,94 bottles of IMFL,1.150943396226415,1.0
Rourkela,2023-05-01,55,58,97 bottles of IMFL,1.0545454545454545,1.0
Mayurbhanj,2023-05-01,29,39,79 liters of ID liquor,1.3448275862068966,1.4545454545454546
Cuttack,2023-05-01,74,95,112 bottles of IMFL,1.2837837837837838,1.1153846153846154
Kalahandi,2023-05-01,17,17,82 pouches of country liquor,1.0,1.0
Bhubaneswar,2023-06-01,88,106,97 liters of ID liquor,1.2045454545454546,1.2183908045977012
Ganjam,2023-06-01,50,63,492 kg of fermented wash destroyed,1.26,1.1
Koraput,2023-06-01,22,34,96 pouches of country liquor,1.5454545454545454,1.1153846153846154
Sambalpur,2023-06-01,42,48,95 bottles of IMFL,1.1428571428571428,1.05
Puri,2023-06-01,45,49,99 pouches of country liquor,1.0888888888888888,1.2580645161290323
Balasore,2023-06-01,45,45,101 liters of ID liquor,1.0,1.0833333333333333
Rourkela,2023-06-01,68,68,494 kg of fermented wash destroyed,1.0,1.1285714285714286
Mayurbhanj,2023-06-01,22,32,516 kg of fermented wash destroyed,1.4545454545454546,1.0
Cuttack,2023-06-01,78,87,78 pouches of country liquor,1.1153846153846154,1.1222222222222222
Kalahandi,2023-06-01,15,15,82 pouches of country liquor,1.0,1.0
Bhubaneswar,2023-07-01,87,106,96 bottles of IMFL,1.2183908045977012,1.0574712643678161
Ganjam,2023-07-01,50,55,501 kg of fermented wash destroyed,1.1,1.1730769230769231
Koraput,2023-07-01,26,29,81 liters of ID liquor,1.1153846153846154,1.0
Sambalpur,2023-07-01,40,42,537 kg of fermented wash destroyed,1.05,1.0196078431372548
Puri,2023-07-01,31,39,115 liters of ID liquor,1.2580645161290323,1.0
Balasore,2023-07-01,48,52,106 liters of ID liquor,1.0833333333333333,1.0
Rourkela,2023-07-01,70,79,94 pouches of country liquor,1.1285714285714286,1.21875
Mayurbhanj,2023-07-01,24,24,95 bottles of IMFL,1.0,1.1818181818181819
Cuttack,2023-07-01,90,101,483 kg of fermented wash destroyed,1.1222222222222222,1.2621359223300972
Kalahandi,2023-07-01,22,22,96 pouches of country liquor,1.0,1.0
Bhubaneswar,2023-08-01,87,92,118 liters of ID liquor,1.0574712643678161,1.2584269662921348
Ganjam,2023-08-01,52,61,112 liters of ID liquor,1.1730769230769231,1.0806451612903225
Koraput,2023-08-01,27,27,102 liters of ID liquor,1.0,1.0
Sambalpur,2023-08-01,51,52,101 liters of ID liquor,1.0196078431372548,1.1964285714285714
Puri,2023-08-01,37,37,105 bottles of IMFL,1.0,1.0
Balasore,2023-08-01,30,30,98 bottles of IMFL,1.0,1.0
Rourkela,2023-08-01,64,78,99 liters of ID liquor,1.21875,1.0
Mayurbhanj,2023-08-01,22,26,113 liters of ID liquor,1.1818181818181819,1.9285714285714286
Cuttack,2023-08-01,103,130,108 bottles of IMFL,1.2621359223300972,1.1973684210526316
Kalahandi,2023-08-01,13,13,102 liters of ID liquor,1.0,1.173913043478261
Bhubaneswar,2023-09-01,89,112,96 pouches of country liquor,1.2584269662921348,1.1808510638297873
Ganjam,2023-09-01,62,67,105 pouches of country liquor,1.0806451612903225,1.0
Koraput,2023-09-01,29,29,96 pouches of country liquor,1.0,1.15
Sambalpur,2023-09-01,56,67,500 kg of fermented wash destroyed,1.1964285714285714,1.0
Puri,2023-09-01,37,37,94 pouches of country liquor,1.0,1.3636363636363635
Balasore,2023-09-01,42,42,468 kg of fermented wash destroyed,1.0,1.0
Rourkela,2023-09-01,62,62,91 bottles of IMFL,1.0,1.0
Mayurbhanj,2023-09-01,14,27,119 bottles of IMFL,1.9285714285714286,1.5
Cuttack,2023-09-01,76,91,104 liters of ID liquor,1.1973684210526316,1.0
Kalahandi,2023-09-01,23,27,108 bottles of IMFL,1.173913043478261,1.2105263157894737
Bhubaneswar,2023-10-01,94,111,100 bottles of IMFL,1.1808510638297873,1.2178217821782178
Ganjam,2023-10-01,49,49,512 kg of fermented wash destroyed,1.0,1.1428571428571428
Koraput,2023-10-01,20,23,96 pouches of country liquor,1.15,1.1428571428571428
Sambalpur,2023-10-01,49,49,93 bottles of IMFL,1.0,1.1666666666666667
Puri,2023-10-01,33,45,454 kg of fermented wash destroyed,1.3636363636363635,1.1538461538461537
Balasore,2023-10-01,37,37,101 liters of ID liquor,1.0,1.225
Rourkela,2023-10-01,74,74,90 liters of ID liquor,1.0,1.1666666666666667
Mayurbhanj,2023-10-01,22,33,484 kg of fermented wash destroyed,1.5,1.0
Cuttack,2023-10-01,81,81,104 bottles of IMFL,1.0,1.2555555555555555
Kalahandi,2023-10-01,19,23,90 bottles of IMFL,1.2105263157894737,1.1428571428571428
Bhubaneswar,2023-11-01,101,123,504 kg of fermented wash destroyed,1.2178217821782178,1.10989010989011
Ganjam,2023-11-01,49,56,102 bottles of IMFL,1.1428571428571428,1.0806451612903225
Koraput,2023-11-01,21,24,120 pouches of country liquor,1.1428571428571428,1.05
Sambalpur,2023-11-01,24,28,108 pouches of country liquor,1.1666666666666667,1.0425531914893618
Puri,2023-11-01,26,30,96 pouches of country liquor,1.1538461538461537,1.375
Balasore,2023-11-01,40,49,97 pouches of country liquor,1.225,1.1372549019607843
Rourkela,2023-11-01,66,77,518 kg of fermented wash destroyed,1.1666666666666667,1.2419354838709677
Mayurbhanj,2023-11-01,19,19,93 pouches of country liquor,1.0,1.0714285714285714
Cuttack,2023-11-01,90,113,97 pouches of country liquor,1.2555555555555555,1.1477272727272727
Kalahandi,2023-11-01,14,16,90 bottles of IMFL,1.1428571428571428,1.0
Bhubaneswar,2023-12-01,91,101,109 liters of ID liquor,1.10989010989011,1.0736842105263158
Ganjam,2023-12-01,62,67,106 liters of ID liquor,1.0806451612903225,1.0714285714285714
Koraput,2023-12-01,20,21,95 bottles of IMFL,1.05,1.0
Sambalpur,2023-12-01,47,49,107 pouches of country liquor,1.0425531914893618,1.25
Puri,2023-12-01,24,33,133 pouches of country liquor,1.375,1.0285714285714285
Balasore,2023-12-01,51,58,96 bottles of IMFL,1.1372549019607843,1.0
Rourkela,2023-12-01,62,77,104 pouches of country liquor,1.2419354838709677,1.0
Mayurbhanj,2023-12-01,28,30,108 bottles of IMFL,1.0714285714285714,1.05
Cuttack,2023-12-01,88,101,104 pouches of country liquor,1.1477272727272727,1.3488372093023255
Kalahandi,2023-12-01,17,17,104 pouches of country liquor,1.0,1.0909090909090908
Bhubaneswar,2024-01-01,95,102,114 bottles of IMFL,1.0736842105263158,1.0425531914893618
Ganjam,2024-01-01,56,60,497 kg of fermented wash destroyed,1.0714285714285714,1.0925925925925926
Koraput,2024-01-01,26,26,102 bottles of IMFL,1.0,1.0
Sambalpur,2024-01-01,40,50,114 liters of ID liquor,1.25,1.0
Puri,2024-01-01,35,36,94 bottles of IMFL,1.0285714285714285,1.3
Balasore,2024-01-01,38,38,101 liters of ID liquor,1.0,1.0
Rourkela,2024-01-01,83,83,88 pouches of country liquor,1.0,1.1805555555555556
Mayurbhanj,2024-01-01,20,21,84 liters of ID liquor,1.05,1.0
Cuttack,2024-01-01,86,116,516 kg of fermented wash destroyed,1.3488372093023255,1.1612903225806452
Kalahandi,2024-01-01,22,24,69 bottles of IMFL,1.0909090909090908,1.05
Bhubaneswar,2024-02-01,94,98,109 bottles of IMFL,1.0425531914893618,1.3218390804597702
Ganjam,2024-02-01,54,59,119 bottles of IMFL,1.0925925925925926,1.1428571428571428
Koraput,2024-02-01,22,22,98 liters of ID liquor,1.0,1.0
Sambalpur,2024-02-01,39,39,94 pouches of country liquor,1.0,1.1428571428571428
Puri,2024-02-01,40,52,493 kg of fermented wash destroyed,1.3,1.4545454545454546
Balasore,2024-02-01,39,39,76 bottles of IMFL,1.0,1.625
Rourkela,2024-02-01,72,85,100 liters of ID liquor,1.1805555555555556,1.0
Mayurbhanj,2024-02-01,17,17,508 kg of fermented wash destroyed,1.0,1.1428571428571428
Cuttack,2024-02-01,93,108,519 kg of fermented wash destroyed,1.1612903225806452,1.12
Kalahandi,2024-02-01,20,21,122 pouches of country liquor,1.05,1.0476190476190477
Bhubaneswar,2024-03-01,87,115,108 liters of ID liquor,1.3218390804597702,1.0963855421686748
Ganjam,2024-03-01,70,80,100 bottles of IMFL,1.1428571428571428,1.3454545454545455
Koraput,2024-03-01,26,26,101 pouches of country liquor,1.0,1.0769230769230769
Sambalpur,2024-03-01,49,56,98 liters of ID liquor,1.1428571428571428,1.0
Puri,2024-03-01,33,48,521 kg of fermented wash destroyed,1.4545454545454546,1.0
Balasore,2024-03-01,48,78,499 kg of fermented wash destroyed,1.625,1.0256410256410255
Rourkela,2024-03-01,55,55,94 pouches of country liquor,1.0,1.0597014925373134
Mayurbhanj,2024-03-01,21,24,113 pouches of country liquor,1.1428571428571428,1.0
Cuttack,2024-03-01,75,84,94 pouches of country liquor,1.12,1.0
Kalahandi,2024-03-01,21,22,101 pouches of country liquor,1.0476190476190477,1.0
Bhubaneswar,2024-04-01,83,91,123 liters of ID liquor,1.0963855421686748,1.1546391752577319
Ganjam,2024-04-01,55,74,514 kg of fermented wash destroyed,1.3454545454545455,1.0588235294117647
Koraput,2024-04-01,26,28,93 liters of ID liquor,1.0769230769230769,1.5666666666666667
Sambalpur,2024-04-01,49,49,93 pouches of country liquor,1.0,1.0
Puri,2024-04-01,32,32,85 pouches of country liquor,1.0,1.0606060606060606
Balasore,2024-04-01,39,40,89 liters of ID liquor,1.0256410256410255,1.225
Rourkela,2024-04-01,67,71,99 pouches of country liquor,1.0597014925373134,1.1206896551724137
Mayurbhanj,2024-04-01,22,22,99 pouches of country liquor,1.0,1.0
Cuttack,2024-04-01,90,90,99 liters of ID liquor,1.0,1.0963855421686748
Kalahandi,2024-04-01,18,18,114 pouches of country liquor,1.0,1.2
Bhubaneswar,2024-05-01,97,112,109 bottles of IMFL,1.1546391752577319,1.1584158415841583
Ganjam,2024-05-01,51,54,80 bottles of IMFL,1.0588235294117647,1.018181818181818
Koraput,2024-05-01,30,47,88 liters of ID liquor,1.5666666666666667,1.0
Sambalpur,2024-05-01,35,35,104 bottles of IMFL,1.0,1.0425531914893618
Puri,2024-05-01,33,35,105 bottles of IMFL,1.0606060606060606,1.0
Balasore,2024-05-01,40,49,502 kg of fermented wash destroyed,1.225,1.0731707317073171
Rourkela,2024-05-01,58,65,90 bottles of IMFL,1.1206896551724137,1.1111111111111112
Mayurbhanj,2024-05-01,19,19,107 liters of ID liquor,1.0,1.0
Cuttack,2024-05-01,83,91,102 liters of ID liquor,1.0963855421686748,1.3370786516853932
Kalahandi,2024-05-01,20,24,103 liters of ID liquor,1.2,1.0
Bhubaneswar,2024-06-01,101,117,92 liters of ID liquor,1.1584158415841583,1.0736842105263158
Ganjam,2024-06-01,55,56,100 bottles of IMFL,1.018181818181818,1.0833333333333333
Koraput,2024-06-01,23,23,115 liters of ID liquor,1.0,1.0
Sambalpur,2024-06-01,47,49,99 bottles of IMFL,1.0425531914893618,1.2363636363636363
Puri,2024-06-01,32,32,101 bottles of IMFL,1.0,1.0
Balasore,2024-06-01,41,44,530 kg of fermented wash destroyed,1.0731707317073171,1.3265306122448979
Rourkela,2024-06-01,63,70,97 liters of ID liquor,1.1111111111111112,1.4363636363636363
Mayurbhanj,2024-06-01,20,20,471 kg of fermented wash destroyed,1.0,1.0
Cuttack,2024-06-01,89,119,503 kg of fermented wash destroyed,1.3370786516853932,1.2190476190476192
Kalahandi,2024-06-01,17,17,102 pouches of country liquor,1.0,1.0
Bhubaneswar,2024-07-01,95,102,530 kg of fermented wash destroyed,1.0736842105263158,1.0377358490566038
Ganjam,2024-07-01,48,52,97 liters of ID liquor,1.0833333333333333,1.0
Koraput,2024-07-01,18,18,97 pouches of country liquor,1.0,1.3181818181818181
Sambalpur,2024-07-01,55,68,113 bottles of IMFL,1.2363636363636363,1.2325581395348837
Puri,2024-07-01,35,35,103 pouches of country liquor,1.0,1.205128205128205
Balasore,2024-07-01,49,65,104 pouches of country liquor,1.3265306122448979,1.1627906976744187
Rourkela,2024-07-01,55,79,96 pouches of country liquor,1.4363636363636363,1.1578947368421053
Mayurbhanj,2024-07-01,18,18,496 kg of fermented wash destroyed,1.0,1.1904761904761905
Cuttack,2024-07-01,105,128,98 liters of ID liquor,1.2190476190476192,1.0
Kalahandi,2024-07-01,16,16,113 liters of ID liquor,1.0,1.3333333333333333
Bhubaneswar,2024-08-01,106,110,477 kg of fermented wash destroyed,1.0377358490566038,1.0526315789473684
Ganjam,2024-08-01,49,49,94 pouches of country liquor,1.0,1.0
Koraput,2024-08-01,22,29,453 kg of fermented wash destroyed,1.3181818181818181,1.3333333333333333
Sambalpur,2024-08-01,43,53,108 liters of ID liquor,1.2325581395348837,1.1142857142857143
Puri,2024-08-01,39,47,103 pouches of country liquor,1.205128205128205,1.105263157894737
Balasore,2024-08-01,43,50,98 pouches of country liquor,1.1627906976744187,1.025
Rourkela,2024-08-01,57,66,103 pouches of country liquor,1.1578947368421053,1.25
Mayurbhanj,2024-08-01,21,25,512 kg of fermented wash destroyed,1.1904761904761905,1.2916666666666667
Cuttack,2024-08-01,92,92,475 kg of fermented wash destroyed,1.0,1.3953488372093024
Kalahandi,2024-08-01,12,16,110 bottles of IMFL,1.3333333333333333,1.0
Bhubaneswar,2024-09-01,95,100,482 kg of fermented wash destroyed,1.0526315789473684,1.367816091954023
Ganjam,2024-09-01,40,40,91 liters of ID liquor,1.0,1.3888888888888888
Koraput,2024-09-01,30,40,547 kg of fermented wash destroyed,1.3333333333333333,1.2083333333333333
Sambalpur,2024-09-01,35,39,463 kg of fermented wash destroyed,1.1142857142857143,1.0
Puri,2024-09-01,38,42,86 pouches of country liquor,1.105263157894737,1.0909090909090908
Balasore,2024-09-01,40,41,536 kg of fermented wash destroyed,1.025,1.0
Rourkela,2024-09-01,48,60,472 kg of fermented wash destroyed,1.25,1.25
Mayurbhanj,2024-09-01,24,31,84 pouches of country liquor,1.2916666666666667,1.2727272727272727
Cuttack,2024-09-01,86,120,101 bottles of IMFL,1.3953488372093024,1.2666666666666666
Kalahandi,2024-09-01,13,13,112 pouches of country liquor,1.0,1.6111111111111112
Bhubaneswar,2024-10-01,87,119,85 liters of ID liquor,1.367816091954023,1.1282051282051282
Ganjam,2024-10-01,54,75,522 kg of fermented wash destroyed,1.3888888888888888,1.0
Koraput,2024-10-01,24,29,527 kg of fermented wash destroyed,1.2083333333333333,1.0
Sambalpur,2024-10-01,39,39,91 liters of ID liquor,1.0,1.255813953488372
Puri,2024-10-01,33,36,93 liters of ID liquor,1.0909090909090908,1.0263157894736843
Balasore,2024-10-01,38,38,103 bottles of IMFL,1.0,1.2727272727272727
Rourkela,2024-10-01,56,70,101 liters of ID liquor,1.25,1.1016949152542372
Mayurbhanj,2024-10-01,22,28,115 bottles of IMFL,1.2727272727272727,1.037037037037037
Cuttack,2024-10-01,90,114,97 pouches of country liquor,1.2666666666666666,1.0263157894736843
Kalahandi,2024-10-01,18,29,534 kg of fermented wash destroyed,1.6111111111111112,1.1176470588235294
Bhubaneswar,2024-11-01,78,88,111 bottles of IMFL,1.1282051282051282,1.153061224489796
Ganjam,2024-11-01,45,45,99 liters of ID liquor,1.0,1.0517241379310345
Koraput,2024-11-01,31,31,104 pouches of country liquor,1.0,1.0
Sambalpur,2024-11-01,43,54,496 kg of fermented wash destroyed,1.255813953488372,1.25
Puri,2024-11-01,38,39,92 bottles of IMFL,1.0263157894736843,1.2682926829268293
Balasore,2024-11-01,44,56,110 pouches of country liquor,1.2727272727272727,1.175
Rourkela,2024-11-01,59,65,95 liters of ID liquor,1.1016949152542372,1.0
Mayurbhanj,2024-11-01,27,28,469 kg of fermented wash destroyed,1.037037037037037,1.0
Cuttack,2024-11-01,76,78,102 pouches of country liquor,1.0263157894736843,1.130952380952381
Kalahandi,2024-11-01,17,19,476 kg of fermented wash destroyed,1.1176470588235294,1.0
Bhubaneswar,2024-12-01,98,113,84 liters of ID liquor,1.153061224489796,1.146067415730337
Ganjam,2024-12-01,58,61,106 liters of ID liquor,1.0517241379310345,1.163265306122449
Koraput,2024-12-01,22,22,100 liters of ID liquor,1.0,1.3157894736842106
Sambalpur,2024-12-01,48,60,475 kg of fermented wash destroyed,1.25,1.1458333333333333
Puri,2024-12-01,41,52,102 liters of ID liquor,1.2682926829268293,1.2307692307692308
Balasore,2024-12-01,40,47,108 pouches of country liquor,1.175,1.0
Rourkela,2024-12-01,55,55,88 pouches of country liquor,1.0,1.0933333333333333
Mayurbhanj,2024-12-01,15,15,502 kg of fermented wash destroyed,1.0,1.2608695652173914
Cuttack,2024-12-01,84,95,495 kg of fermented wash destroyed,1.130952380952381,1.1333333333333333
Kalahandi,2024-12-01,15,15,91 bottles of IMFL,1.0,1.16
Bhubaneswar,2025-01-01,89,102,85 bottles of IMFL,1.146067415730337,1.1263157894736842
Ganjam,2025-01-01,49,57,470 kg of fermented wash destroyed,1.163265306122449,1.0
Koraput,2025-01-01,19,25,96 bottles of IMFL,1.3157894736842106,1.0769230769230769
Sambalpur,2025-01-01,48,55,547 kg of fermented wash destroyed,1.1458333333333333,1.0
Puri,2025-01-01,39,48,494 kg of fermented wash destroyed,1.2307692307692308,1.054054054054054
Balasore,2025-01-01,48,48,103 pouches of country liquor,1.0,1.1282051282051282
Rourkela,2025-01-01,75,82,511 kg of fermented wash destroyed,1.0933333333333333,1.1296296296296295
Mayurbhanj,2025-01-01,23,29,498 kg of fermented wash destroyed,1.2608695652173914,1.0
Cuttack,2025-01-01,75,85,491 kg of fermented wash destroyed,1.1333333333333333,1.103896103896104
Kalahandi,2025-01-01,25,29,84 liters of ID liquor,1.16,1.0434782608695652
Bhubaneswar,2025-02-01,95,107,84 pouches of country liquor,1.1263157894736842,1.127906976744186
Ganjam,2025-02-01,67,67,97 liters of ID liquor,1.0,1.0
Koraput,2025-02-01,26,28,490 kg of fermented wash destroyed,1.0769230769230769,1.1428571428571428
Sambalpur,2025-02-01,44,44,116 liters of ID liquor,1.0,1.5476190476190477
Puri,2025-02-01,37,39,101 liters of ID liquor,1.054054054054054,1.0975609756097562
Balasore,2025-02-01,39,44,109 bottles of IMFL,1.1282051282051282,1.119047619047619
Rourkela,2025-02-01,54,61,489 kg of fermented wash destroyed,1.1296296296296295,1.0166666666666666
Mayurbhanj,2025-02-01,30,30,95 liters of ID liquor,1.0,1.0
Cuttack,2025-02-01,77,85,110 bottles of IMFL,1.103896103896104,1.1827956989247312
Kalahandi,2025-02-01,23,24,100 liters of ID liquor,1.0434782608695652,1.0
Bhubaneswar,2025-03-01,86,97,100 bottles of IMFL,1.127906976744186,1.0666666666666667
Ganjam,2025-03-01,47,47,109 liters of ID liquor,1.0,1.2745098039215685
Koraput,2025-03-01,21,24,114 pouches of country liquor,1.1428571428571428,1.4285714285714286
Sambalpur,2025-03-01,42,65,101 liters of ID liquor,1.5476190476190477,1.1842105263157894
Puri,2025-03-01,41,45,100 pouches of country liquor,1.0975609756097562,1.0
Balasore,2025-03-01,42,47,473 kg of fermented wash destroyed,1.119047619047619,1.394736842105263
Rourkela,2025-03-01,60,61,532 kg of fermented wash destroyed,1.0166666666666666,1.3387096774193548
Mayurbhanj,2025-03-01,25,25,96 bottles of IMFL,1.0,1.05
Cuttack,2025-03-01,93,110,82 pouches of country liquor,1.1827956989247312,1.1547619047619047
Kalahandi,2025-03-01,18,18,86 liters of ID liquor,1.0,1.6470588235294117
Bhubaneswar,2025-04-01,105,112,109 pouches of country liquor,1.0666666666666667,1.0879120879120878
Ganjam,2025-04-01,51,65,511 kg of fermented wash destroyed,1.2745098039215685,1.2698412698412698
Koraput,2025-04-01,28,40,523 kg of fermented wash destroyed,1.4285714285714286,1.1
Sambalpur,2025-04-01,38,45,484 kg of fermented wash destroyed,1.1842105263157894,1.0
Puri,2025-04-01,34,34,94 bottles of IMFL,1.0,1.2765957446808511
Balasore,2025-04-01,38,53,492 kg of fermented wash destroyed,1.394736842105263,1.1590909090909092
Rourkela,2025-04-01,62,83,114 pouches of country liquor,1.3387096774193548,1.2545454545454546
Mayurbhanj,2025-04-01,20,21,96 liters of ID liquor,1.05,1.76
Cuttack,2025-04-01,84,97,107 bottles of IMFL,1.1547619047619047,1.2272727272727273
Kalahandi,2025-04-01,17,28,82 liters of ID liquor,1.6470588235294117,1.0
Bhubaneswar,2025-05-01,91,99,510 kg of fermented wash destroyed,1.0879120879120878,1.0714285714285714
Ganjam,2025-05-01,63,80,105 bottles of IMFL,1.2698412698412698,1.0
Koraput,2025-05-01,20,22,493 kg of fermented wash destroyed,1.1,1.3333333333333333
Sambalpur,2025-05-01,41,41,482 kg of fermented wash destroyed,1.0,1.2857142857142858
Puri,2025-05-01,47,60,104 pouches of country liquor,1.2765957446808511,1.0
Balasore,2025-05-01,44,51,84 pouches of country liquor,1.1590909090909092,1.1
Rourkela,2025-05-01,55,69,104 liters of ID liquor,1.2545454545454546,1.2816901408450705
Mayurbhanj,2025-05-01,25,44,106 bottles of IMFL,1.76,1.2608695652173914
Cuttack,2025-05-01,88,108,83 bottles of IMFL,1.2272727272727273,1.0
Kalahandi,2025-05-01,18,18,483 kg of fermented wash destroyed,1.0,1.0714285714285714
Bhubaneswar,2025-06-01,98,105,104 bottles of IMFL,1.0714285714285714,1.1063829787234043
Ganjam,2025-06-01,58,58,89 bottles of IMFL,1.0,1.0689655172413792
Koraput,2025-06-01,21,28,508 kg of fermented wash destroyed,1.3333333333333333,1.2758620689655173
Sambalpur,2025-06-01,56,72,96 liters of ID liquor,1.2857142857142858,1.1136363636363635
Puri,2025-06-01,26,26,94 liters of ID liquor,1.0,1.3571428571428572
Balasore,2025-06-01,50,55,104 pouches of country liquor,1.1,1.1538461538461537
Rourkela,2025-06-01,71,91,89 bottles of IMFL,1.2816901408450705,1.0340909090909092
Mayurbhanj,2025-06-01,23,29,96 bottles of IMFL,1.2608695652173914,1.5769230769230769
Cuttack,2025-06-01,87,87,434 kg of fermented wash destroyed,1.0,1.0357142857142858
Kalahandi,2025-06-01,14,15,106 bottles of IMFL,1.0714285714285714,1.1818181818181819
Bhubaneswar,2025-07-01,94,104,483 kg of fermented wash destroyed,1.1063829787234043,1.0309278350515463
Ganjam,2025-07-01,58,62,102 pouches of country liquor,1.0689655172413792,1.109375
Koraput,2025-07-01,29,37,98 bottles of IMFL,1.2758620689655173,1.2173913043478262
Sambalpur,2025-07-01,44,49,102 pouches of country liquor,1.1136363636363635,1.0
Puri,2025-07-01,28,38,495 kg of fermented wash destroyed,1.3571428571428572,1.0
Balasore,2025-07-01,39,45,97 bottles of IMFL,1.1538461538461537,1.2156862745098038
Rourkela,2025-07-01,88,91,89 bottles of IMFL,1.0340909090909092,1.0571428571428572
Mayurbhanj,2025-07-01,26,41,111 liters of ID liquor,1.5769230769230769,1.0
Cuttack,2025-07-01,84,87,480 kg of fermented wash destroyed,1.0357142857142858,1.0
Kalahandi,2025-07-01,22,26,114 bottles of IMFL,1.1818181818181819,1.0
Bhubaneswar,2025-08-01,97,100,490 kg of fermented wash destroyed,1.0309278350515463,1.2525252525252526
Ganjam,2025-08-01,64,71,111 liters of ID liquor,1.109375,1.1166666666666667
Koraput,2025-08-01,23,28,91 bottles of IMFL,1.2173913043478262,1.3888888888888888
Sambalpur,2025-08-01,44,44,101 bottles of IMFL,1.0,1.26
Puri,2025-08-01,37,37,484 kg of fermented wash destroyed,1.0,1.0
Balasore,2025-08-01,51,62,108 pouches of country liquor,1.2156862745098038,1.0909090909090908
Rourkela,2025-08-01,70,74,92 pouches of country liquor,1.0571428571428572,1.2580645161290323
Mayurbhanj,2025-08-01,28,28,122 bottles of IMFL,1.0,1.0
Cuttack,2025-08-01,95,95,101 bottles of IMFL,1.0,1.0410958904109588
Kalahandi,2025-08-01,9,9,497 kg of fermented wash destroyed,1.0,1.0
Bhubaneswar,2025-09-01,99,124,504 kg of fermented wash destroyed,1.2525252525252526,1.1935483870967742
Ganjam,2025-09-01,60,67,104 pouches of country liquor,1.1166666666666667,1.0
Koraput,2025-09-01,18,25,110 liters of ID liquor,1.3888888888888888,1.0
Sambalpur,2025-09-01,50,63,129 liters of ID liquor,1.26,1.1
Puri,2025-09-01,40,40,102 liters of ID liquor,1.0,1.3095238095238095
Balasore,2025-09-01,44,48,516 kg of fermented wash destroyed,1.0909090909090908,1.1063829787234043
Rourkela,2025-09-01,62,78,99 pouches of country liquor,1.2580645161290323,1.15625
Mayurbhanj,2025-09-01,29,29,138 bottles of IMFL,1.0,1.28
Cuttack,2025-09-01,73,76,496 kg of fermented wash destroyed,1.0410958904109588,1.0125
Kalahandi,2025-09-01,25,25,108 liters of ID liquor,1.0,1.1428571428571428
